"bulletPoints/0","bulletPoints/1","bulletPoints/2","classifications/0/main","classifications/0/sub","company/description","company/id","company/logo","company/name","country","description","isExpiringSoon","jobDescriptionHtml","jobId","jobSearchUrl","location","postDate","postDateDisplay","salary","scrapedAt","sourceUrl","title","workArrangement","workTypes/0"
,,,"Sains & Teknologi","Matematika, Statistik & Teknik Informasi","PT. Metrodata Electronics, Tbk","60338616","https://bx-branding-gateway.cloud.seek.com.au/f56b77a1-d13b-4f3a-9fbb-05cef9b13995.2/serpLogo","Metrodata","ID","We are looking for an experienced Data Scientist to join our team.",,"<div class=""_1yd5ljl0 qnrjqb0""><p>We are looking for an experienced Data Scientist to join our team.&nbsp;If you have excellent programming skills and a passion for developing applications or improving existing ones, we would like to meet you. As a &nbsp;Data Scientist, you’ll work closely with our engineers to ensure system consistency and improve user experience.&nbsp;</p><p><strong>Data Scientist</strong> roles and responsibilities include:&nbsp;</p><ul><li><p>Develop data science model using various machine learning platform such as Cloudera Data Science Workbench (CDSW), Google AI, Azure ML, IMB Watson, AWS Sagemaker, SAS, R, Python or others.&nbsp;</p></li><li><p>Follow project timeline to ensure project complete on time and on budget&nbsp;</p></li><li><p>Develop new product in machine learning area such as demand forecasting, product recommendation or basket analysis and other solution&nbsp;</p></li><li><p>Improve competencies in machine learning area</p></li></ul><p><br>PT Metrodata Electronics, Tbk (Digital Solution Provider &amp; Technology Innovator) would like to invite you to be part of the company to develop yourself and your skills. If you are:&nbsp;</p><ul><li><p>Bachelor's Degree&nbsp;Computer Science/Information Technology</p></li><li><p>2-3 years of experience in Data Modelling/Predictive Modelling and in developing machine learning.&nbsp;</p></li><li><p>Knows programming language (e.g. R, Python, Scala)&nbsp;</p></li><li><p>Passion in big data analytics.&nbsp;</p></li><li><p>A strong mix of mathematical/statistical and programming skills.&nbsp;</p></li><li><p>Solid analytical and problem-solving skills to create data-driven insights.&nbsp;</p></li></ul><p><strong>If you meet the requirement we needed, let’s apply for the following open positions. Metrodata not just offer for the job, we offer you for brighter career future.</strong>&nbsp;&nbsp;&nbsp;</p></div>","88934502","https://id.jobstreet.com/id/Data-Science-jobs","Jakarta Raya","2025-12-03T08:48:50Z","3 hari yang lalu","","2025-12-06T15:37:19.242Z","https://id.jobstreet.com/id/Data-Science-jobs","Data Scientist",,"Full time"
,,,"Sains & Teknologi","Matematika, Statistik & Teknik Informasi","Kredivo Group","61941078",,"Kredivo Group","ID","As a Data Scientist you'll be part of a team that is working on cutting edge machine learning models. You will work side by side with Analysts and...",,"<div class=""_1yd5ljl0 qnrjqb0""><p>As a Data Scientist you'll be part of a team that is working on cutting edge machine learning models. You will work side by side with Analysts and Machine Learning Engineers and take full ownership of your work - from the initial idea-generation phase to the implementation of the final product. Our ideal candidate is result-focused, innovative, has a solid quantitative background and a good business understanding. </p>
<p><strong>About the role:</strong> <br> </p>
<ul> <li>Working in a multi-disciplined team where you'll take full ownership of turning discoveries and ideas into machine learning models.</li> <li>Prototyping diverse machine learning models, from credit scoring to recommendation engine.</li> <li>Researching &amp; Development on how to improve our models, by using our vast amount and unique set of data.</li> <li>Actively contribute to taking Data Science at Kredivo Group to the next level.</li> </ul> <br> <strong>About you:</strong> <br> <ul> <li>Minimum 2 years of relevant work experience.</li> <li>Graduated from the major of or equivalent experience in a quantitative field (i.e). Computer Science, Mathematics, Statistics, Econometrics, Engineering, Artificial Intelligence).</li> <li>Capable to build robust end-to-end predictive models using the latest Machine Learning techniques and methodologies.</li> <li>Proficiency in Python or R.</li> <li>Exposure to RDBMS (i.e. MySQL, PostgreSQL) and No-SQL platforms (i.e. S3).</li> <li>Excellent English communication skills.</li> </ul> <br> <strong>Bonus points (optional) for:</strong> <br> <ul> <li>Experience with alternate data to evaluate credit risk.</li> <li>Experience in building end-to-end Deep Learning and/or NLP models.</li> </ul> <br> Thank you for your interest in Kredivo. We're thrilled that you'd like to join our company. Unfortunately, days are short and applicants are many, so we won't have time to meet everyone. If you are among qualified candidates, you will receive a call or email from our Talent Acquisition team. <p>#LI-AL1</p></div>","88964554","https://id.jobstreet.com/id/Data-Science-jobs","Jakarta Raya","2025-12-04T11:07:02Z","2 hari yang lalu","","2025-12-06T15:37:19.242Z","https://id.jobstreet.com/id/Data-Science-jobs","Data Scientist",,"Full time"
"Gaji, THR, Bonus, Cuti","BPJS Ketenagakerjaan","BPJS Kesehatan","Sains & Teknologi","Matematika, Statistik & Teknik Informasi","PT Sharing Vision Indonesia","60937571","https://bx-branding-gateway.cloud.seek.com.au/a6eacbab-0d44-4c3f-a246-a446502d6282.1/serpLogo","Sharing Vision Indonesia","ID","DATA SCIENTIST (BERTUGAS UNTUK MELAKUKAN PENGEMBANGAN PERMODELAN MACHINE LEARNING ATAU ARTIFICIAL INTELLIGENT)",,"<div class=""_1yd5ljl0 qnrjqb0""><p><strong>DATA SCIENTIST</strong></p><p><strong>(</strong>BERTUGAS UNTUK MELAKUKAN PENGEMBANGAN PERMODELAN MACHINE LEARNING ATAU ARTIFICIAL INTELLIGENT YANG DIPERLUKAN UNTUK MENJAWAB PERMASALAH YANG INGIN DIPECAHKAN CLIENT<strong>)</strong></p><p><strong>Penempatan WFO di Jakarta</strong></p><p><br></p><p><strong>Persyaratan:</strong></p><ol><li><p>Berpengalaman dalam pekerjaan terkait <em>data scientist</em> minimal 2 tahun</p></li><li><p>Pernah terlibat dalam beberapa <strong>use case Data Science.</strong></p></li><li><p>Pernah menggunakan Library (Langchain, LlamaIndex) dan pernah menggunakan Microsoft Specific (Azure OpenAI (LLM) dan Azure AI Search (search index/vector database)</p></li><li><p>Mempunyai sertifikasi <em>professional data scientist</em> seperti CDSM/CDSP</p></li><li><p><em>Advance</em> dalam bahasa pemrograman Python/PySpark untuk pemodelan <em>machine learning</em></p></li><li><p><em>Advance </em>dalam SQL</p></li><li><p><em>Advance </em>dalam teknik pemodelan <em>machine learning, artificial intelligent </em>dan statistik (i.e <em>classification, regression, clustering, fraud detection, credit scoring)</em></p></li><li><p><em>Advance</em> dalam menggunakan Tableau/Google Analytics/tools dashboard lainnya</p></li><li><p>Pengalaman dalam teknologi big data (Spark, Hive, Impala) lebih diutamakan</p></li><li><p>Memiliki sertifikasi atau training <em>data science </em>dari lembaga resmi<br></p></li></ol><p><br></p></div>","88738298","https://id.jobstreet.com/id/Data-Science-jobs","Jakarta Pusat, Jakarta Raya","2025-11-25T02:25:02Z","11 hari yang lalu","","2025-12-06T15:37:19.242Z","https://id.jobstreet.com/id/Data-Science-jobs","Data Scientist",,"Kontrak"
,,,"Teknologi Informasi & Komunikasi","Analis Bisnis/Sistem","PT. CIPTA ARTHA NADYA","60960789","https://bx-branding-gateway.cloud.seek.com.au/ef22c4f9-b21f-4899-b484-55b59635ec47.1/serpLogo","New Connected Indonesia","ID","We are seeking an experienced Data Scientist with a proven track record in creating interactive dashboards and performing advanced analytics",,"<div class=""_1yd5ljl0 qnrjqb0""><h2>Key Responsibilities</h2><ul><li><p>Design, develop, and deploy machine learning models to solve business problems and optimize processes.</p></li><li><p>Create dynamic dashboards and visualizations using Power BI and other BI tools to communicate insights effectively.</p></li><li><p>Integrate and analyze data from multiple sources (internal and external) to ensure comprehensive reporting.</p></li><li><p>Collaborate with cross-functional teams and third-party vendors to deliver project objectives.</p></li><li><p>Work closely with the Sales Director to develop dashboards and reports that support sales operations.</p></li><li><p>Present findings and recommendations to stakeholders in a clear, concise manner.</p></li><li><p>Ensure data integrity, security, and compliance with company standards.</p></li></ul><p><br></p><h2>Required Skills &amp; Competencies</h2><ul><li><p>Technical Expertise: Strong knowledge of SQL, database languages, and data modeling. Proficiency in Power BI, Python/R, and machine learning frameworks. Familiarity with agentic AI concepts and applications.</p></li><li><p>Analytical Skills: Ability to interpret complex datasets and generate actionable insights. Experience in predictive modeling and statistical analysis.</p></li><li><p>Communication &amp; Presentation: Excellent verbal and written communication skills. Ability to present technical findings to non-technical stakeholders.</p></li><li><p>Project Management: Experience working on project-based assignments with external partners.</p></li></ul><p><br></p><h2>Qualifications</h2><ul><li><p>Bachelor’s or Master’s degree in Data Science, Computer Science, Statistics, or related field.</p></li><li><p>Minimum 5+ years of experience in data science roles within FMCG companies.</p></li><li><p>Proven track record of delivering machine learning-driven dashboards and analytics.</p></li></ul><p><strong>PLACEMENT : PASAR REBO, EAST JAKARTA</strong></p><p><br></p></div>","88777616","https://id.jobstreet.com/id/Data-Science-jobs","Jakarta Raya","2025-11-26T08:32:23Z","10 hari yang lalu","Rp 9.000.000 – Rp 13.000.000 per month","2025-12-06T15:37:19.242Z","https://id.jobstreet.com/id/Data-Science-jobs","Data Scientist",,"Full time"
,,,"Sains & Teknologi","Matematika, Statistik & Teknik Informasi","Infomedia","61941078",,"Infomedia","ID","b. Data Preparation : Melakukan Pengumpulan Data & Data Quality Assurance terkait Performansi & Dampak Bisnis AI
c. Data Processing & Modelling :...","false","<div class=""_1yd5ljl0 qnrjqb0""><strong><b>Job Description</b></strong><br><div>
 <p>1. Evaluasi Performansi &amp; Dampak Bisnis AI
</p>
<p> a. Business Understanding :&nbsp;Pemahaman Ruang Lingkup &amp; Proses Bisnis
</p>
<p> b. Data Preparation : Melakukan Pengumpulan Data &amp; Data Quality Assurance terkait Performansi &amp; Dampak Bisnis AI
</p>
<p> c. Data Processing &amp; Modelling : Melakukan Proses Pengolahan Data (Summarization &amp; Modelling)
</p>
<p> d. Presentation &amp; Consulting: Membuat Laporan, Memberikan Rekomendasi &amp; Presentasi</p>
<p>2. Pembuatan Konsep Solusi Analytics :
</p>
<p> a. Discovery : Pemahaman Proses Bisnis &amp; Identifikasi Permasalahan
</p>
<p> b. Formulate : Membuat Konsep Solusi Analytics &amp; Mendefinisikan Kebutuhan Cost
</p>
<p> c. Presentation &amp; Consulting : Membuat Material Komunikasi Konsep Solusi, Presentasi &amp; Konsultasi terkait Solusi Analytics.&nbsp;</p>
 </div>
<strong><b>Job Requirement</b></strong><br><div>
 <p>1. Minimal S1 Jurusan Data Science, Statistics atau Bidang Terkait.
</p>
<p>2. Minimal Pengalaman 1 Tahun di Peran Analisis &amp; Problem Solving.
</p>
<p>3. Pemahaman Proses Bisnis &amp; Kemampuan untuk formulasi kerangka untuk Evaluasi Performansi &amp; Dampak Bisnis.
</p>
<p>4. Menguasai Tools Data : SQL for Data Management, R or Python (Data Processing &amp; Modelling), &amp; Data Visualization Tools
(Power BI / Tablue / BI Tools)
</p>
<p>5. Kemampuan Komunikasi (Verbal &amp; Visual),termasuk kemampuan untuk mendeskripsikan konsep teknis yang kompleks kepada
Stakeholder Non Teknis.</p>
 </div>
<strong><b>Skill Requirement</b></strong><br><div>
 <p>Information Security</p>
 </div></div>","88997805","https://id.jobstreet.com/id/Data-Science-jobs","Kebayoran Lama, Jakarta Raya","2025-12-06T12:25:56Z","3 jam yang lalu","","2025-12-06T15:37:19.242Z","https://id.jobstreet.com/id/Data-Science-jobs","Officer Data Scientist",,"Kontrak"
,,,"Sains & Teknologi","Matematika, Statistik & Teknik Informasi","PT New Era Innovation Industrial","60917203",,"New Era Innovation Industrial","ID","Data analyst memiliki kemampuan analisis yang kuat, detail oriented, dan cepat tanggap dalam mengidentifikasi masalah.",,"<div class=""_1yd5ljl0 qnrjqb0""><p><strong>Kualifikasi Minimum:</strong></p><ul><li><p>Pendidikan minimal S1 di bidang Akuntansi, Matematika, Ekonomi, atau bidang terkait.</p></li><li><p>Pengalaman 1-2 tahun sebagai Data Analyst atau memiliki pengalaman di bidang data, analitik maupun operasional. (lebih disukai)</p></li><li><p>Mampu berbahasa Inggris dengan baik (lisan dan tulisan).</p></li><li><p>Mampu berbahasa mandarin menjadi nilai tambah (lisan dan tulisan)</p></li><li><p>Menguasai Microsoft Excel/Google Sheets tingkat lanjut (pivot table, vlookup/xlookup, data model, formula kompleks, dll).</p></li><li><p>Memiliki kemampuan melakukan data cleaning, data transformation dan agregasi data secara efektif.</p></li><li><p>Memiliki kemampuan analisis yang kuat, detail oriented, dan cepat tanggap dalam mengidentifikasi masalah.</p></li><li><p>Mampu berpikir logis dan analitis serta mampu menemukan pola dari data.</p></li><li><p>Memiliki kemampuan komunikasi yang baik untuk menyajikan data secara jelas dan terstruktur.</p></li><li><p>Memiliki pengalaman di industri Printing &amp; Packaging akan menjadi nilai tambah.</p></li></ul><p><br></p><p><strong>Deskripsi Pekerjaan:</strong></p><ul><li><p>Melakukan proses data cleaning secara menyeluruh dan memastikan keakuratan dan konsistensi data yang digunakan dalam laporan maupun analisis.</p></li><li><p>Menyusun dan menyajikan laporan kinerja operasional secara rutin, baik harian, mingguan, maupun bulanan, sesuai kebutuhan perusahaan.</p></li><li><p>Menyusun dan membantu laporan lain yang dibutuhkan manajemen <br></p></li></ul><p><br></p></div>","88991035","https://id.jobstreet.com/id/Data-Science-jobs","Semarang, Jawa Tengah","2025-12-06T02:00:16Z","13 jam yang lalu","","2025-12-06T15:37:19.242Z","https://id.jobstreet.com/id/Data-Science-jobs","DATA ANALYST",,"Kontrak"
,,,"Sains & Teknologi","Matematika, Statistik & Teknik Informasi","PT Prudential Life Assurance","60187618","https://bx-branding-gateway.cloud.seek.com.au/7f661614-90e3-4d3f-8b74-3149dcdb7cdb.2/serpLogo","Prudential Group","ID","Data Analytics",,"<div class=""_1yd5ljl0 qnrjqb0""><p><strong>Responsibilities:</strong></p><ul><li><p>Assist in collecting, cleaning, and organizing datasets</p></li><li><p>Perform data analysis and generate insights for projects and reporting</p></li><li><p>Create dashboards or visual reports using tools like Excel, Google Sheets, or data visualization software</p></li><li><p>Support the team in decision-making through data-driven inputs</p></li><li><p>Conduct research and basic forecasting when required<br>&nbsp;</p></li></ul><p><strong>Requirements:</strong></p><ul><li><p>Final-year student or recent graduate in Statistics, Data Science, Engineering, Computer Science, or related fields</p></li><li><p>Strong analytical and critical thinking skills</p></li><li><p>Familiar with data analysis tools (Excel, Google Sheets; bonus: SQL, Python, Tableau, Power BI)</p></li><li><p>Detail-oriented and loves working with numbers</p></li><li><p>Self-motivated, curious, and eager to learn</p></li></ul><p><br></p></div>","88972447","https://id.jobstreet.com/id/Data-Science-jobs","Jakarta Selatan, Jakarta Raya","2025-12-05T02:13:54Z","1 hari yang lalu","","2025-12-06T15:37:19.242Z","https://id.jobstreet.com/id/Data-Science-jobs","Apprenticeship - Data Analytics","Hibrid","Kontrak"
,,,"Sains & Teknologi","Matematika, Statistik & Teknik Informasi","PT Rumah Sakit Anwar Medika","60954380","https://bx-branding-gateway.cloud.seek.com.au/9d0e693e-5f6a-4915-a4fa-e9bee6530278.2/serpLogo","Rumah Sakit Anwar Medika","ID","melakukan pekerjaan dengan detail dan berbasis data",,"<div class=""_1yd5ljl0 qnrjqb0""><p>DATA ANALYST</p><p>Kualifikasi</p><p>1. Minimal S1 (diutamakan jurusan statistika, matematika, ilmu Kesehatan Masyarakat, teknik komputer, atau jurusan yang berkecimpung dangan pengolahan data)</p><p>2. Memiliki pengalaman di bidang data analysis dan/atau statistic menjadi nilai tambah</p><p>3. Paham metode statistika dan visualisasi data</p><p>4. Memiliki pengalaman dengan software statistic atau analisis data seperti SPSS, Excel, R, Python, Tableau, atau yang lain-lain</p><p>5. Memiliki kemampuan komunikasi yang baik untuk mempresentasikan temuan data dengan jelas dan efektif kepada non-technical stakeholders.</p><p>6. Memiliki kemampuan problem solving yang baik untuk mengidentifikasi masalah yang berkaitan dengan data</p><p>7. Detail dan teliti untuk memastikan keakuratan pada data yang dianalisa<br></p><p>Deskripsi Pekerjaan</p><p>1. Mengolah data dan memvisualkan data, terutama dibidang kesehatan dan manajemen rumah sakit dan klinik</p><p>2. Melakukan proses data cleaning secara menyeluruh dan memastikan keakuratan dan konsistensi data yang digunakan dalam laporan maupun analisis.</p><p>3. Menyusun dan membantu laporan lain yang dibutuhkan manajemen (marketing, pengadaan, dsb)</p><p>4. Melakukan analisis forecast dan menyajikan insight yang relevan untuk mendukung efektivitas pemasaran dan strategi bisnis rumah sakit dan klinik</p><p>5. Mendukung tim/ kolaborasi dengan departemen lain untuk pertimbangan pengambilan keputusan berdasarkan data<br></p></div>","88979752","https://id.jobstreet.com/id/Data-Science-jobs","Sidoarjo, Jawa Timur","2025-12-05T06:25:51Z","1 hari yang lalu","","2025-12-06T15:37:19.242Z","https://id.jobstreet.com/id/Data-Science-jobs","Data Analyst",,"Full time"
,,,"Sains & Teknologi","Matematika, Statistik & Teknik Informasi","PT Pantja Artha Niaga","60310413","https://bx-branding-gateway.cloud.seek.com.au/50a2cb64-4d12-4f79-afaf-0cfff9a95446.2/serpLogo","PT Pantja Artha Niaga","ID","Dibutuhkan Data Analyst dengan kemampuan berbahasa Inggris yang baik (lisan dan tulisan), juga menguasai Microsoft Excel.",,"<div class=""_1yd5ljl0 qnrjqb0""><p><strong>Kualifikasi Minimum:</strong></p><ul><li><p>Pendidikan minimal S1 di bidang Statistika, Matematika, Ekonomi, Teknologi Informasi, atau bidang terkait.</p></li><li><p>Pengalaman minimal 1-2 tahun sebagai Data Analyst atau memiliki pengalaman di bidang data, analitik maupun operasional.</p></li><li><p>Mampu berbahasa Inggris dengan baik (lisan dan tulisan).</p></li><li><p>Menguasai Microsoft Excel/Google Sheets tingkat lanjut (pivot table, vlookup/xlookup, data model, formula kompleks, dll).</p></li><li><p>Memiliki kemampuan melakukan data cleaning, data transformation dan agregasi data secara efektif.</p></li><li><p>Memiliki kemampuan analisis yang kuat, detail oriented, dan cepat tanggap dalam mengidentifikasi masalah.</p></li><li><p>Mampu berpikir logis dan analitis serta mampu menemukan pola dari data.</p></li><li><p>Memiliki kemampuan komunikasi yang baik untuk menyajikan data secara jelas dan terstruktur.</p></li><li><p>Memiliki kemampuan analisis forecast (peramalan) menjadi nilai tambah.</p></li><li><p>Memiliki pengalaman di industri F&amp;B, Retail atau FMCG akan menjadi nilai tambah.</p></li></ul><p>&nbsp;&nbsp;</p><p><strong>Deskripsi Pekerjaan:</strong></p><ul><li><p>Melakukan proses data cleaning secara menyeluruh dan memastikan keakuratan dan konsistensi data yang digunakan dalam laporan maupun analisis.</p></li><li><p>Menyusun dan menyajikan laporan kinerja operasional secara rutin, baik harian, mingguan, maupun bulanan, sesuai kebutuhan perusahaan.</p></li><li><p>Menyusun dan membantu laporan lain yang dibutuhkan manajemen (sales, distribusi, dan stok)</p></li><li><p>Melakukan proses pengumpulan dan verifikasi struktur data distributor dengan memastikan setiap data yang diterima telah disesuaikan dengan format standar yang telah ditetapkan oleh perusahaan.</p></li><li><p>Menganalisis tren penjualan, pola permintaan musiman, serta konstribusi tiap produk dan wilayah.</p></li><li><p>Melakukan analisis forecast dan menyajikan insight yang relevan untuk mendukung efektivitas pemasaran dan strategi distribusi.</p></li><li><p>Mendukung tim Sales &amp; Marketing dengan data analitik untuk pengambilan keputusan.</p></li></ul><p><br></p></div>","88951548","https://id.jobstreet.com/id/Data-Science-jobs","Jakarta Pusat, Jakarta Raya","2025-12-04T04:29:26Z","2 hari yang lalu","","2025-12-06T15:37:19.242Z","https://id.jobstreet.com/id/Data-Science-jobs","Data Analyst",,"Full time"
"Advanced data environment","End-to-end analytics","Strategic data leadership","Sains & Teknologi","Matematika, Statistik & Teknik Informasi","PT Pesta Pora Abadi","60220174","https://bx-branding-gateway.cloud.seek.com.au/47629094-3965-4807-9216-f985a19a5e5b.1/serpLogo","Pesta Pora Abadi","ID","Lead the development, deployment, and optimization of data-science and AI solutions to drive business impact across the organization.",,"<div class=""_1yd5ljl0 qnrjqb0""><p><strong>Qualifications</strong>:</p><ol><li><p><strong>Bachelor’s or Master’s degree</strong> in Computer Science, Data Science, Statistics, Mathematics, or other quantitative fields.</p></li><li><p><strong>Minimum 5 years of applied Data Science or AI experience</strong> with a proven track record of delivering measurable business impact.</p></li><li><p>Experience in <strong>F&amp;B, retail, or fast-paced startup environments</strong> (plus).</p></li><li><p><strong>Strong Python skills</strong>, including experience with libraries such as <strong>scikit-learn, TensorFlow, PyTorch, XGBoost</strong>, and frameworks like <strong>LangChain or OpenAI API</strong> (plus).</p></li><li><p>Proven experience in <strong>deploying machine-learning models</strong> using ML platforms (e.g., <strong>MLFlow, Vertex AI, Azure ML</strong>, or similar).</p></li><li><p>Strong understanding of <strong>statistics, experiment design, A/B testing, and regression methods</strong>.</p></li><li><p>Ability to <strong>translate complex models and insights into clear business recommendations</strong>.</p></li><li><p>Familiarity with <strong>dbt, Airflow, or other data-pipeline orchestration tools</strong> (plus).</p></li><li><p>Interest or hands-on exposure to <strong>LLMs, generative AI, or applied AI development</strong> (plus).</p></li><li><p>Strong <strong>problem-solving skills</strong>, analytical mindset, and attention to detail.</p></li><li><p>Excellent <strong>communication and stakeholder-management skills</strong>, able to collaborate with business, product, and engineering teams.</p></li><li><p><strong>Hands-on leadership style</strong>, able to mentor analysts/scientists and elevate team capabilities.</p></li><li><p>Proactive, collaborative, and drives <strong>AI literacy and responsible AI adoption</strong> across the organization.</p></li><li><p>Placement: <strong>Hybrid Jakarta–Malang</strong>.</p></li></ol><p><br></p></div>","88843256","https://id.jobstreet.com/id/Data-Science-jobs","Jakarta Selatan, Jakarta Raya","2025-11-28T10:52:43Z","8 hari yang lalu","","2025-12-06T15:37:19.242Z","https://id.jobstreet.com/id/Data-Science-jobs","Data Scientist Manager",,"Full time"
