"classifications/0/main","classifications/0/sub","company/description","company/id","company/logo","company/name","country","description","isExpiringSoon","jobDescriptionHtml","jobId","jobSearchUrl","location","postDate","postDateDisplay","salary","scrapedAt","sourceUrl","title","workArrangement","workTypes/0"
"Teknologi Informasi","Data Science","","Unknown","","PT Indocater","ID","Minimal pendidikan S1 dari jurusan: Petroleum Engineering, Mining Engineering, Chemical Engineering, Mechanical Engineering, Electrical Engineering, atau Industrial Engineering.Memiliki pengalaman kerja 2–5 tahun di industri Minyak dan Gas.Memiliki kemampuan Bahasa Inggris yang baik, baik secara lis...","false","<div class=""_1gxuuwy0 ilwzm50""><ol><li><p>Minimal pendidikan S1 dari jurusan: Petroleum Engineering, Mining Engineering, Chemical Engineering, Mechanical Engineering, Electrical Engineering, atau Industrial Engineering.</p></li><li><p>Memiliki pengalaman kerja 2–5 tahun di industri Minyak dan Gas.</p></li><li><p>Memiliki kemampuan Bahasa Inggris yang baik, baik secara lisan maupun tulisan.</p></li><li><p>Menguasai Microsoft Office (Excel, PowerPoint, Outlook, dan Word).</p></li><li><p>Memiliki kemampuan Bahasa Inggris untuk technical documentation dan agreement di industri Oil &amp; Gas (JoA).</p></li></ol><p><br></p></div>","92079700","Derived from Search","Jakarta Raya","2026-06-02T02:31:29.199Z","","Tidak Ditampilkan","2026-06-02T02:31:29.199Z","https://id.jobstreet.com/id/job/92079700?type=standard&ref=search-standalone","Associate Data Planning Analyst","On-site","Kontrak/Temporer"
"Teknologi Informasi","Data Science","","Unknown","","CITANUSA GROUP","ID","Requirement:S1 Statistik, Ilmu Komputer, atau terkaitPengalaman minimal 2 tahun di data analytics atau business intelligenceMampu bekerja lintas divisi dan memahami strategi bisnisMahir menggunakan Excel, Phyton, SQL dan mampu membuat Dashboard / Visualisasi Data yg mudah untuk di mengertiTerbiasa m...","false","<div class=""_1gxuuwy0 ilwzm50""><p><strong>Requirement:</strong></p><ul><li><p>S1 Statistik, Ilmu Komputer, atau terkait</p></li><li><p>Pengalaman minimal 2 tahun di data analytics atau business intelligence</p></li><li><p>Mampu bekerja lintas divisi dan memahami strategi bisnis</p></li><li><p>Mahir menggunakan Excel, Phyton, SQL dan mampu membuat Dashboard / Visualisasi Data yg mudah untuk di mengerti</p></li><li><p>Terbiasa melakukan analisis data, forecasting, dan statistik dasar</p></li><li><p>Memiliki keterampilan komunikasi dan problem-solving yang baik</p></li><li><p>Mampu berkomunikasi dengan baik</p></li><li><p>Proaktif dalam melakukan koordinasi serta tindak lanjut pekerjaan dengan departemen terkait</p></li></ul><p><br></p><p><strong>Job Description:</strong></p><ul><li><p>Mengolah dan menganalisis data untuk mendukung keputusan strategis.</p></li><li><p>Membuat laporan dan dashboard KPI perusahaan.</p></li><li><p>Mengidentifikasi tren bisnis dan rekomendasi perbaikan.</p></li></ul><p><br></p></div>","92317074","Derived from Search","Kelapa Gading, Jakarta Raya","2026-06-02T02:31:33.185Z","","Tidak Ditampilkan","2026-06-02T02:31:33.185Z","https://id.jobstreet.com/id/job/92317074?type=standard&ref=search-standalone&origin=cardTitle","Data Analyst","On-site","Full time"
"Teknologi Informasi","Data Science","","Unknown","","PT Indocater","ID","Minimal pendidikan S1 dari jurusan: Petroleum Engineering, Mining Engineering, Chemical Engineering, Mechanical Engineering, Electrical Engineering, atau Industrial Engineering.Memiliki pengalaman kerja 2–5 tahun di industri Minyak dan Gas.Memiliki kemampuan Bahasa Inggris yang baik, baik secara lis...","false","<div class=""_1gxuuwy0 ilwzm50""><ol><li><p>Minimal pendidikan S1 dari jurusan: Petroleum Engineering, Mining Engineering, Chemical Engineering, Mechanical Engineering, Electrical Engineering, atau Industrial Engineering.</p></li><li><p>Memiliki pengalaman kerja 2–5 tahun di industri Minyak dan Gas.</p></li><li><p>Memiliki kemampuan Bahasa Inggris yang baik, baik secara lisan maupun tulisan.</p></li><li><p>Menguasai Microsoft Office (Excel, PowerPoint, Outlook, dan Word).</p></li><li><p>Memiliki kemampuan Bahasa Inggris untuk technical documentation dan agreement di industri Oil &amp; Gas (JoA).</p></li></ol><p><br></p></div>","92079700","Derived from Search","Jakarta Raya","2026-06-02T02:31:37.382Z","","Tidak Ditampilkan","2026-06-02T02:31:37.382Z","https://id.jobstreet.com/id/job/92079700?type=standard&ref=search-standalone&origin=cardTitle","Associate Data Planning Analyst","On-site","Kontrak/Temporer"
"Teknologi Informasi","Data Science","","Unknown","","PT Asia Sakti Wahid Foods Manufacture","ID","PT. Asia Sakti Wahid Foods Manufacture (ASW Foods) merupakan salah satu perusahaan manufaktur biskuit dan wafer berskala nasional dengan brand ""HATARI"" yang telah dikenal dengan baik oleh keluarga di Indonesia. Kami mengundang tenaga profesional untuk bergabung dengan tim kami yang luar biasa sebaga...","false","<div class=""_1gxuuwy0 ilwzm50""><p><strong>PT. Asia Sakti Wahid Foods Manufacture (ASW Foods)</strong> merupakan salah satu perusahaan manufaktur biskuit dan wafer berskala nasional dengan brand ""<strong>HATARI</strong>"" yang telah dikenal dengan baik oleh keluarga di Indonesia. Kami mengundang tenaga profesional untuk bergabung dengan tim kami yang luar biasa sebagai <strong>Sales Data Analyst Supervisor</strong>.</p><h2><br><br>Tugas &amp; Tanggung Jawab:</h2><ul><li><p>Mengolah dan menganalisis data penjualan nasional/area</p></li><li><p>Membuat dashboard sales harian, mingguan, bulanan</p></li><li><p>Monitoring achievement target sales &amp; distribusi</p></li><li><p>Memberikan insight dan trend market kepada Manajemen</p></li><li><p>Mengawasi kinerja tim Sales Data Analyst Staff</p></li><li><p>Validasi data distributor dan principal</p></li></ul><p><br></p><h2><strong>Kualifikasi:</strong></h2><ul><li><p>Pendidikan minimal S1 di bidang Ilmu Matematika, Sistem Informasi, Manajemen, atau bidang terkait</p></li><li><p>Pengalaman kerja minimal 2 tahun sebagai Sales Data Analyst Supervisor (atau 3 tahun Sales Data Analyst Staff)</p></li><li><p>Mahir mengolah data dalam jumlah besar menggunakan tools <strong>MS Excel (Pivot Table, VLookUp, IF, dll) dan SFA</strong></p></li><li><p>Menjadi nilai tambah apabila mampu menggunakan setidaknya satu alat visualisasi data seperti <strong>Tableau</strong>, <strong>Power BI</strong>, <strong>SQL</strong> atau <strong>Google Data Studio</strong></p></li><li><p>Memiliki pemahaman yang kuat tentang konsep dan metrik penjualan (misalnya, konversi, rata-rata nilai transaksi, retensi pelanggan) <strong>Sales Analytics, Revenue Forecasting, Data-driven Sales Strategy &amp; Team Leadership</strong></p></li><li><p>Keterampilan analitis dan pemecahan masalah yang kuat, dengan perhatian terhadap detail</p></li><li><p>Kemampuan komunikasi yang sangat baik, baik lisan maupun tulisan, untuk menjelaskan hasil analisis kepada User</p></li><li><p>Mampu bekerja secara mandiri maupun kolaboratif dalam lingkungan yang dinamis</p></li><li><p>Penempatan di <strong>Kota Medan, Sumatera Utara</strong></p></li></ul><p><br></p><h2><strong>Benefit:</strong></h2><ul><li><p>Transportasi Antar Jemput sekota Medan</p></li><li><p>Kepesertaan BPJS Ketenagakerjaan dan Kesehatan</p></li><li><p>Pelatihan pengembangan diri dan keterampilan untuk kesuksesan karier</p></li></ul><p><br></p><p>Jika Anda adalah talenta yang sedang kami cari, segera kirimkan lamaran Anda dengan menekan tombol <strong>""Quick Apply"" </strong>sekarang juga!</p></div>","92054727","Derived from Search","Medan, Sumatera Utara","2026-06-02T02:31:41.886Z","","Tidak Ditampilkan","2026-06-02T02:31:41.886Z","https://id.jobstreet.com/id/job/92054727?type=standard&ref=search-standalone","Sales Data Analyst Supervisor","On-site","Full time"
"Teknologi Informasi","Data Science","","Unknown","","PT Lautan Luas Tbk","ID","Job Description :- Manage and maintain sales & customer data within the CRM system.- Prepare periodic reports and ensure data accuracy & consistency.- Analyze data to support sales performance and business decisions.- Support CRM system improvement and process optimization.Requirements :- Bachelor’s...","false","<div class=""_1gxuuwy0 ilwzm50""><p><strong>Job Description :</strong><br>- Manage and maintain sales &amp; customer data within the CRM system.<br>- Prepare periodic reports and ensure data accuracy &amp; consistency.<br>- Analyze data to support sales performance and business decisions.<br>- Support CRM system improvement and process optimization.<br><br><strong>Requirements :</strong><br>- Bachelor’s degree in Statistics, Mathematics, Data Science, or related fields.<br>- Minimum 2–3 years of experience in CRM, data analysis, or similar roles.<br>- Strong skills in data compilation and analysis.<br>- Proficiency in Excel or other data processing tools.<br>- Detail-oriented with strong analytical and communication skills.<br></p></div>","92416605","Derived from Search","Jakarta Barat, Jakarta Raya","2026-06-02T02:31:46.009Z","","Tidak Ditampilkan","2026-06-02T02:31:46.009Z","https://id.jobstreet.com/id/job/92416605?type=standard&ref=search-standalone","CRM Analyst (Customer Relationship Management)","On-site","Full time"
"Teknologi Informasi","Data Science","","Unknown","","PT Asia Sakti Wahid Foods Manufacture","ID","PT. Asia Sakti Wahid Foods Manufacture (ASW Foods) merupakan salah satu perusahaan manufaktur biskuit dan wafer berskala nasional dengan brand ""HATARI"" yang telah dikenal dengan baik oleh keluarga di Indonesia. Kami mengundang tenaga profesional untuk bergabung dengan tim kami yang luar biasa sebaga...","false","<div class=""_1gxuuwy0 ilwzm50""><p><strong>PT. Asia Sakti Wahid Foods Manufacture (ASW Foods)</strong> merupakan salah satu perusahaan manufaktur biskuit dan wafer berskala nasional dengan brand ""<strong>HATARI</strong>"" yang telah dikenal dengan baik oleh keluarga di Indonesia. Kami mengundang tenaga profesional untuk bergabung dengan tim kami yang luar biasa sebagai <strong>Sales Data Analyst Supervisor</strong>.</p><h2><br><br>Tugas &amp; Tanggung Jawab:</h2><ul><li><p>Mengolah dan menganalisis data penjualan nasional/area</p></li><li><p>Membuat dashboard sales harian, mingguan, bulanan</p></li><li><p>Monitoring achievement target sales &amp; distribusi</p></li><li><p>Memberikan insight dan trend market kepada Manajemen</p></li><li><p>Mengawasi kinerja tim Sales Data Analyst Staff</p></li><li><p>Validasi data distributor dan principal</p></li></ul><p><br></p><h2><strong>Kualifikasi:</strong></h2><ul><li><p>Pendidikan minimal S1 di bidang Ilmu Matematika, Sistem Informasi, Manajemen, atau bidang terkait</p></li><li><p>Pengalaman kerja minimal 2 tahun sebagai Sales Data Analyst Supervisor (atau 3 tahun Sales Data Analyst Staff)</p></li><li><p>Mahir mengolah data dalam jumlah besar menggunakan tools <strong>MS Excel (Pivot Table, VLookUp, IF, dll) dan SFA</strong></p></li><li><p>Menjadi nilai tambah apabila mampu menggunakan setidaknya satu alat visualisasi data seperti <strong>Tableau</strong>, <strong>Power BI</strong>, <strong>SQL</strong> atau <strong>Google Data Studio</strong></p></li><li><p>Memiliki pemahaman yang kuat tentang konsep dan metrik penjualan (misalnya, konversi, rata-rata nilai transaksi, retensi pelanggan) <strong>Sales Analytics, Revenue Forecasting, Data-driven Sales Strategy &amp; Team Leadership</strong></p></li><li><p>Keterampilan analitis dan pemecahan masalah yang kuat, dengan perhatian terhadap detail</p></li><li><p>Kemampuan komunikasi yang sangat baik, baik lisan maupun tulisan, untuk menjelaskan hasil analisis kepada User</p></li><li><p>Mampu bekerja secara mandiri maupun kolaboratif dalam lingkungan yang dinamis</p></li><li><p>Penempatan di <strong>Kota Medan, Sumatera Utara</strong></p></li></ul><p><br></p><h2><strong>Benefit:</strong></h2><ul><li><p>Transportasi Antar Jemput sekota Medan</p></li><li><p>Kepesertaan BPJS Ketenagakerjaan dan Kesehatan</p></li><li><p>Pelatihan pengembangan diri dan keterampilan untuk kesuksesan karier</p></li></ul><p><br></p><p>Jika Anda adalah talenta yang sedang kami cari, segera kirimkan lamaran Anda dengan menekan tombol <strong>""Quick Apply"" </strong>sekarang juga!</p></div>","92054727","Derived from Search","Medan, Sumatera Utara","2026-06-02T02:31:52.502Z","","Tidak Ditampilkan","2026-06-02T02:31:52.502Z","https://id.jobstreet.com/id/job/92054727?type=standard&ref=search-standalone&origin=cardTitle","Sales Data Analyst Supervisor","On-site","Full time"
"Teknologi Informasi","Data Science","","Unknown","","PT Lautan Luas Tbk","ID","Job Description :- Manage and maintain sales & customer data within the CRM system.- Prepare periodic reports and ensure data accuracy & consistency.- Analyze data to support sales performance and business decisions.- Support CRM system improvement and process optimization.Requirements :- Bachelor’s...","false","<div class=""_1gxuuwy0 ilwzm50""><p><strong>Job Description :</strong><br>- Manage and maintain sales &amp; customer data within the CRM system.<br>- Prepare periodic reports and ensure data accuracy &amp; consistency.<br>- Analyze data to support sales performance and business decisions.<br>- Support CRM system improvement and process optimization.<br><br><strong>Requirements :</strong><br>- Bachelor’s degree in Statistics, Mathematics, Data Science, or related fields.<br>- Minimum 2–3 years of experience in CRM, data analysis, or similar roles.<br>- Strong skills in data compilation and analysis.<br>- Proficiency in Excel or other data processing tools.<br>- Detail-oriented with strong analytical and communication skills.<br></p></div>","92416605","Derived from Search","Jakarta Barat, Jakarta Raya","2026-06-02T02:31:56.685Z","","Tidak Ditampilkan","2026-06-02T02:31:56.685Z","https://id.jobstreet.com/id/job/92416605?type=standard&ref=search-standalone&origin=cardTitle","CRM Analyst (Customer Relationship Management)","On-site","Full time"
"Teknologi Informasi","Data Science","","Unknown","","PT Asia Sakti Wahid Foods Manufacture","ID","PT. Asia Sakti Wahid Foods Manufacture (ASW Foods) merupakan salah satu perusahaan manufaktur biskuit dan wafer berskala nasional dengan brand ""HATARI"" yang telah dikenal dengan baik oleh keluarga di Indonesia. Kami mengundang tenaga profesional untuk bergabung dengan tim kami yang luar biasa sebaga...","false","<div class=""_1gxuuwy0 ilwzm50""><p><strong>PT. Asia Sakti Wahid Foods Manufacture (ASW Foods)</strong> merupakan salah satu perusahaan manufaktur biskuit dan wafer berskala nasional dengan brand ""<strong>HATARI</strong>"" yang telah dikenal dengan baik oleh keluarga di Indonesia. Kami mengundang tenaga profesional untuk bergabung dengan tim kami yang luar biasa sebagai <strong>Sales Data Analyst Staff </strong>di Medan. Jika Anda memiliki passion dalam menganalisis data penjualan dan mengubahnya menjadi wawasan strategis, mari bergabung bersama kami!</p><h2><br><strong>Tugas dan Tanggung Jawab:</strong></h2><ul><li><p>Mengumpulkan, membersihkan, dan mengelola data penjualan dari berbagai sumber terkait.</p></li><li><p>Melakukan analisis mendalam terhadap data penjualan (Sell In/Sell Out) untuk mengidentifikasi pola, tren, dan peluang pertumbuhan.</p></li><li><p>Membuat laporan rutin dan dashboard interaktif yang menyajikan kinerja penjualan, perbandingan target vs. aktual, dan metrik kunci lainnya.</p></li><li><p>Berpartisipasi dalam proyek-proyek peramalan penjualan (<em>sales forecasting</em>) dan analisis segmentasi pelanggan.</p></li><li><p>Menyajikan temuan analisis kepada manajemen dan tim penjualan dengan cara yang jelas dan mudah dipahami.</p></li></ul><h2><br><strong>Kualifikasi:</strong></h2><ul><li><p>Pendidikan minimal S1 Sistem Informasi, Teknik Informatika dan Ilmu Matematika</p></li><li><p>Diutamakan yang berpengalaman kerja minimal 1 tahun sebagai Sales Data Analyst atau Data Analyst</p></li><li><p>Terbuka juga untuk fresh graduate yang berminat terhadap Data Analysis dan terbiasa mengolah data dalam jumlah besar</p></li><li><p>Mahir mengolah data dalam jumlah besar menggunakan <strong>Excel (Pivot, HLookUp, VLookUp, IF, dll)</strong></p></li><li><p>Mampu menggunakan setidaknya satu alat visualisasi data, seperti <strong>Power BI</strong>, <strong>Google Looker Studio </strong>atau <strong>Tableau</strong></p></li><li><p>Memiliki pemahaman yang kuat tentang konsep dan metrik penjualan (misalnya, konversi, rata-rata nilai transaksi, retensi pelanggan)</p></li><li><p>Keterampilan analitis dan pemecahan masalah yang kuat, dengan perhatian terhadap detail</p></li><li><p>Kemampuan komunikasi yang sangat baik, baik lisan maupun tulisan, untuk menjelaskan hasil analisis kepada berbagai User</p></li><li><p>Mampu bekerja secara mandiri maupun kolaboratif dalam lingkungan yang dinamis</p></li><li><p>Penempatan di <strong>Kota Medan, Sumatera Utara</strong></p></li></ul><h2><br><strong>Benefit:</strong></h2><ul><li><p>Transportasi Antar Jemput sekota Medan</p></li><li><p>Kepesertaan BPJS Ketenagakerjaan dan Kesehatan</p></li><li><p>Pelatihan pengembangan diri dan keterampilan untuk kesuksesan karier<br></p></li></ul><p>Jika Anda adalah talenta yang sedang kami cari, segera kirimkan lamaran Anda dengan menekan tombol <strong>""Quick Apply"" </strong>sekarang juga!</p></div>","91800950","Derived from Search","Medan, Sumatera Utara","2026-06-02T02:32:02.281Z","","Tidak Ditampilkan","2026-06-02T02:32:02.281Z","https://id.jobstreet.com/id/job/91800950?type=standard&ref=search-standalone","Sales Data Analyst Staff","On-site","Full time"
"Teknologi Informasi","Data Science","","Unknown","","Pennyu Group","ID","PT Vasa, a management consulting firm based in Semarang supporting the Pennyu Group (water solutions industry), is looking for a Data Analytics professional who can turn numbers into decisions.This role is not for passive report makers — you will become the analytical first contact for multiple clie...","false","<div class=""_1gxuuwy0 ilwzm50""><p>PT Vasa, a management consulting firm based in Semarang supporting the Pennyu Group (water solutions industry), is looking for a Data Analytics professional who can turn numbers into decisions.</p><p>This role is not for passive report makers — you will become the analytical first contact for multiple client companies. You will work closely with business users, management, and technical teams to develop dashboards, automate reporting, interpret business needs, and provide insights that support operational and strategic decisions.</p><h2><strong>Minimum Qualifications :</strong></h2><ul><li><p>Bachelor’s degree in Information Systems, Statistics, Mathematics, Computer Science, Business Analytics, or related fields.</p></li><li><p>Minimum 1–2 years experience in Data Analyst, Business Intelligence, Reporting Analyst, or similar roles (Fresh graduates with strong portfolio are welcome to apply).</p></li><li><p>Familiar with SQL for data querying and validation.</p></li><li><p>Experience using BI/visualization tools such as Tableau, Power BI, or Looker Studio.</p></li><li><p>Able to process, clean, and validate data from multiple sources.</p></li><li><p>Comfortable working with spreadsheets (Google Sheets / Excel) for reporting and analysis.</p></li><li><p>Understand basic business KPIs (sales, operational, financial, profitability).</p></li></ul><p><br></p><h2><strong>Job Description :</strong></h2><ul><li><p>Build and maintain monitoring dashboards for client CV/PT companies (revenue, profit, operational KPIs)</p></li><li><p>Present sales, operational, and financial data accurately and objectively</p></li><li><p>Create data visualizations for Monthly Service Reports and COO Monthly Reports</p></li><li><p>Develop automated and scheduled reports to improve reporting efficiency</p></li><li><p>Provide proactive data-driven insights and recommendations, not just reports</p></li><li><p>Translate vague or unstructured business requests into clear analytical briefs</p></li><li><p>Perform data quality checks before reports and dashboards are published</p></li><li><p>Train internal users on how to read, interpret, and use dashboards effectively</p></li><li><p>Collaborate with Data Engineers regarding data requirements and dataset structure</p></li><li><p>Optimize the use of AI tools (Claude, ChatGPT, Gemini, etc.) as part of daily analytical workflows</p></li></ul><p><br></p><h2><strong>Preferred Qualifications (nice to have) :</strong></h2><ul><li><p>Experience working with ERP data (Odoo is a plus).</p></li><li><p>Familiarity with Python or automation scripting is a plus.</p></li><li><p>Experience supporting management or executive-level reporting.</p></li></ul><p><br></p></div>","92089967","Derived from Search","Semarang, Jawa Tengah","2026-06-02T02:32:06.617Z","","Rp 4.500.000 – Rp 6.000.000 per month","2026-06-02T02:32:06.617Z","https://id.jobstreet.com/id/job/92089967?type=standard&ref=search-standalone","Data Analyst","On-site","Full time"
"Teknologi Informasi","Data Science","","Unknown","","PT Asia Sakti Wahid Foods Manufacture","ID","PT. Asia Sakti Wahid Foods Manufacture (ASW Foods) merupakan salah satu perusahaan manufaktur biskuit dan wafer berskala nasional dengan brand ""HATARI"" yang telah dikenal dengan baik oleh keluarga di Indonesia. Kami mengundang tenaga profesional untuk bergabung dengan tim kami yang luar biasa sebaga...","false","<div class=""_1gxuuwy0 ilwzm50""><p><strong>PT. Asia Sakti Wahid Foods Manufacture (ASW Foods)</strong> merupakan salah satu perusahaan manufaktur biskuit dan wafer berskala nasional dengan brand ""<strong>HATARI</strong>"" yang telah dikenal dengan baik oleh keluarga di Indonesia. Kami mengundang tenaga profesional untuk bergabung dengan tim kami yang luar biasa sebagai <strong>Sales Data Analyst Staff </strong>di Medan. Jika Anda memiliki passion dalam menganalisis data penjualan dan mengubahnya menjadi wawasan strategis, mari bergabung bersama kami!</p><h2><br><strong>Tugas dan Tanggung Jawab:</strong></h2><ul><li><p>Mengumpulkan, membersihkan, dan mengelola data penjualan dari berbagai sumber terkait.</p></li><li><p>Melakukan analisis mendalam terhadap data penjualan (Sell In/Sell Out) untuk mengidentifikasi pola, tren, dan peluang pertumbuhan.</p></li><li><p>Membuat laporan rutin dan dashboard interaktif yang menyajikan kinerja penjualan, perbandingan target vs. aktual, dan metrik kunci lainnya.</p></li><li><p>Berpartisipasi dalam proyek-proyek peramalan penjualan (<em>sales forecasting</em>) dan analisis segmentasi pelanggan.</p></li><li><p>Menyajikan temuan analisis kepada manajemen dan tim penjualan dengan cara yang jelas dan mudah dipahami.</p></li></ul><h2><br><strong>Kualifikasi:</strong></h2><ul><li><p>Pendidikan minimal S1 Sistem Informasi, Teknik Informatika dan Ilmu Matematika</p></li><li><p>Diutamakan yang berpengalaman kerja minimal 1 tahun sebagai Sales Data Analyst atau Data Analyst</p></li><li><p>Terbuka juga untuk fresh graduate yang berminat terhadap Data Analysis dan terbiasa mengolah data dalam jumlah besar</p></li><li><p>Mahir mengolah data dalam jumlah besar menggunakan <strong>Excel (Pivot, HLookUp, VLookUp, IF, dll)</strong></p></li><li><p>Mampu menggunakan setidaknya satu alat visualisasi data, seperti <strong>Power BI</strong>, <strong>Google Looker Studio </strong>atau <strong>Tableau</strong></p></li><li><p>Memiliki pemahaman yang kuat tentang konsep dan metrik penjualan (misalnya, konversi, rata-rata nilai transaksi, retensi pelanggan)</p></li><li><p>Keterampilan analitis dan pemecahan masalah yang kuat, dengan perhatian terhadap detail</p></li><li><p>Kemampuan komunikasi yang sangat baik, baik lisan maupun tulisan, untuk menjelaskan hasil analisis kepada berbagai User</p></li><li><p>Mampu bekerja secara mandiri maupun kolaboratif dalam lingkungan yang dinamis</p></li><li><p>Penempatan di <strong>Kota Medan, Sumatera Utara</strong></p></li></ul><h2><br><strong>Benefit:</strong></h2><ul><li><p>Transportasi Antar Jemput sekota Medan</p></li><li><p>Kepesertaan BPJS Ketenagakerjaan dan Kesehatan</p></li><li><p>Pelatihan pengembangan diri dan keterampilan untuk kesuksesan karier<br></p></li></ul><p>Jika Anda adalah talenta yang sedang kami cari, segera kirimkan lamaran Anda dengan menekan tombol <strong>""Quick Apply"" </strong>sekarang juga!</p></div>","91800950","Derived from Search","Medan, Sumatera Utara","2026-06-02T02:32:11.980Z","","Tidak Ditampilkan","2026-06-02T02:32:11.980Z","https://id.jobstreet.com/id/job/91800950?type=standard&ref=search-standalone&origin=cardTitle","Sales Data Analyst Staff","On-site","Full time"
